order_id,customer_id,order_date,total_amount,is_onsite
1,1,2024-05-30,85.37,False
2,1,2024-05-25,82.89,False
3,1,2024-03-11,84.64,False
4,1,2024-02-27,51.83,False
5,1,2024-06-27,99.55,False
6,1,2023-12-19,49.6,False
7,1,2024-03-22,50.24,False
8,2,2023-05-27,107.2,True
9,2,2024-01-06,87.72,True
10,2,2022-06-15,157.92,False
11,2,2022-11-30,128.65,False
12,3,2024-05-03,99.27,True
13,3,2024-03-21,135.15,False
14,3,2024-07-18,114.28,False
15,3,2024-04-01,153.42,False
16,4,2024-06-22,109.13,True
17,4,2024-06-13,110.93,False
18,4,2024-06-25,93.01,False
19,4,2024-07-14,83.1,False
20,4,2024-06-30,105.59,True
21,4,2024-06-30,103.11,True
22,5,2022-05-25,46.9,False
23,5,2024-04-29,111.57,False
24,5,2022-05-16,31.93,False
25,5,2022-11-10,60.26,False
26,5,2023-10-25,77.09,True
27,5,2024-05-07,83.4,False
28,5,2022-10-25,114.18,False
29,6,2022-07-22,162.63,True
30,6,2023-06-22,104.23,False
31,6,2024-04-25,77.01,False
32,6,2024-04-18,73.66,False
33,6,2024-02-22,72.65,True
34,6,2024-03-15,81.32,False
35,7,2024-06-15,63.01,False
36,7,2024-03-09,91.0,False
37,7,2024-04-21,93.26,False
38,7,2024-02-29,68.39,True
39,7,2024-01-05,109.99,False
40,7,2024-06-27,104.56,True
41,7,2023-12-28,111.2,True
42,7,2024-03-18,72.92,False
43,7,2024-04-27,63.38,False
44,7,2024-04-22,70.81,False
45,8,2024-06-09,52.43,False
46,8,2024-07-08,99.81,False
47,8,2024-07-13,117.57,True
48,8,2024-06-23,70.78,False
49,8,2024-07-01,71.97,True
50,8,2024-07-05,95.46,True
51,8,2024-07-20,70.93,False
52,9,2024-03-27,103.65,True
53,9,2024-05-03,86.78,False
54,9,2024-04-30,62.55,False
55,9,2024-04-01,135.6,False
56,9,2024-04-13,94.8,True
57,9,2024-06-17,71.04,False
58,9,2024-01-20,96.98,False
59,9,2024-03-05,73.88,True
60,9,2024-04-09,77.53,False
61,9,2023-12-28,69.42,False
62,10,2024-05-08,99.14,False
63,10,2024-04-16,66.13,False
64,10,2024-06-09,91.71,False
65,10,2024-02-12,95.5,False
66,10,2024-06-24,114.65,False
67,10,2024-02-23,91.59,False
68,11,2022-12-29,134.35,False
69,11,2023-07-30,45.06,False
70,11,2023-07-18,157.69,False
71,11,2022-10-22,151.71,False
72,11,2023-01-24,129.93,False
73,12,2023-09-25,104.45,False
74,12,2023-08-31,131.16,False
75,12,2024-03-04,123.82,False
76,12,2024-02-27,134.81,True
77,12,2023-09-11,118.81,False
78,12,2023-11-08,117.97,False
79,13,2024-07-08,149.73,False
80,13,2024-04-02,32.85,False
81,13,2024-06-02,84.64,False
82,13,2024-05-01,131.35,False
83,13,2024-04-21,91.93,False
84,13,2024-04-13,96.86,False
85,14,2024-07-10,111.01,False
86,14,2024-07-01,107.64,False
87,14,2024-07-14,132.23,False
88,14,2024-06-27,76.66,False
89,14,2024-07-16,101.74,False
90,14,2024-07-06,109.11,False
91,15,2024-05-18,122.11,False
92,15,2024-03-17,76.49,False
93,15,2023-12-25,122.44,True
94,15,2024-05-10,130.22,True
95,16,2022-10-18,72.39,True
96,16,2023-11-07,99.33,False
97,16,2023-04-04,100.06,True
98,16,2024-04-13,33.57,False
99,16,2022-05-29,136.44,False
100,16,2023-04-12,80.79,True
101,17,2023-11-28,92.92,False
102,17,2024-04-02,199.73,False
103,17,2023-12-10,150.81,False
104,17,2022-05-23,95.04,False
105,17,2023-10-11,121.36,False
106,17,2024-07-18,100.59,False
107,18,2023-12-18,66.49,False
108,18,2023-06-25,64.18,False
109,18,2023-09-25,81.13,False
110,18,2022-09-15,81.88,False
111,18,2023-06-22,69.58,False
112,18,2022-12-31,58.33,False
113,18,2023-05-22,50.78,False
114,19,2023-07-21,65.87,False
115,19,2023-02-27,89.03,False
116,19,2024-03-08,66.3,False
117,19,2023-01-05,113.26,False
118,19,2022-12-15,98.16,True
119,19,2024-02-13,50.48,False
120,19,2023-04-25,52.75,True
121,20,2023-08-15,66.24,False
122,20,2023-09-11,29.06,False
123,20,2024-03-15,110.91,False
124,20,2023-10-21,111.82,False
125,20,2024-01-25,33.35,False
126,20,2023-09-19,69.58,False
127,21,2024-07-07,47.18,True
128,21,2024-07-07,77.35,True
129,21,2024-07-11,57.99,False
130,21,2024-07-10,72.97,True
131,21,2024-07-16,55.34,False
132,21,2024-07-14,113.91,False
133,21,2024-07-05,86.56,False
134,21,2024-07-16,99.46,False
135,21,2024-07-10,52.34,False
136,21,2024-07-06,58.35,True
137,22,2024-06-07,50.38,False
138,22,2023-06-01,73.98,False
139,22,2024-07-02,101.81,False
140,22,2023-11-11,54.1,True
141,22,2023-09-16,23.82,False
142,22,2023-10-29,140.57,False
143,23,2024-01-02,153.72,False
144,23,2024-05-08,144.35,True
145,23,2024-04-07,176.05,True
146,23,2024-03-12,120.54,False
147,23,2024-02-17,86.65,False
148,24,2024-06-05,71.06,False
149,24,2024-06-04,76.92,False
150,24,2023-01-05,66.14,False
151,24,2023-09-16,102.92,False
152,24,2023-07-28,73.81,False
153,24,2024-01-29,57.08,True
154,24,2023-08-24,54.04,False
155,25,2023-09-27,116.8,True
156,25,2023-10-23,145.14,False
157,25,2022-09-01,121.31,False
158,25,2023-09-28,82.46,True
159,26,2024-03-29,63.36,True
160,26,2024-04-18,72.27,False
161,26,2024-02-06,72.25,False
162,26,2024-02-14,76.59,False
163,26,2023-11-02,61.3,False
164,26,2024-01-10,80.62,False
165,26,2023-08-15,48.95,False
166,27,2023-06-24,79.48,False
167,27,2024-05-14,93.76,False
168,27,2022-06-01,53.96,False
169,27,2023-07-27,74.49,False
170,27,2023-08-05,70.72,False
171,27,2023-08-13,106.67,False
172,27,2022-04-10,70.48,False
173,27,2023-03-26,72.82,False
174,27,2022-04-24,43.93,True
175,27,2023-07-14,81.28,False
176,28,2023-05-11,71.69,True
177,28,2024-07-09,72.81,False
178,28,2024-07-07,92.2,False
179,28,2024-04-22,83.39,True
180,28,2023-09-24,68.0,True
181,28,2024-03-10,83.37,True
182,28,2023-06-09,66.53,False
183,29,2024-02-07,119.16,False
184,29,2024-04-16,104.72,False
185,29,2024-03-10,117.55,False
186,29,2024-01-20,224.55,False
187,30,2024-05-26,104.0,False
188,30,2024-05-26,148.3,False
189,31,2024-01-21,90.64,True
190,31,2023-05-27,102.37,True
191,31,2023-12-17,98.5,False
192,31,2023-11-24,108.43,True
193,31,2024-05-25,69.41,False
194,31,2023-03-21,88.87,False
195,31,2024-07-02,78.02,False
196,32,2024-01-04,100.48,True
197,32,2023-03-07,90.18,True
198,32,2022-10-17,93.62,False
199,32,2023-09-30,96.02,False
200,32,2023-05-10,110.67,True
201,32,2023-06-16,145.71,False
202,33,2023-10-25,107.0,True
203,33,2024-06-11,160.22,False
204,33,2024-06-03,143.87,False
205,33,2023-07-18,93.19,False
206,33,2023-11-26,90.62,False
207,33,2023-08-05,99.44,False
208,34,2024-03-17,177.3,True
209,34,2024-06-30,96.51,True
210,34,2023-12-27,108.55,False
211,34,2023-12-01,67.49,False
212,34,2024-05-12,66.37,False
213,35,2024-02-11,214.84,False
214,35,2024-04-18,136.81,False
215,35,2024-05-15,130.56,False
216,36,2022-08-28,105.43,False
217,36,2022-04-13,45.89,False
218,36,2024-06-27,51.31,False
219,36,2024-05-13,103.91,False
220,36,2023-10-13,74.87,False
221,36,2022-03-11,97.04,False
222,37,2023-12-04,81.25,True
223,37,2024-01-10,119.42,True
224,37,2024-05-08,111.54,False
225,37,2024-07-19,108.64,False
226,37,2023-07-18,110.71,False
227,37,2024-04-04,75.65,False
228,38,2023-12-05,50.12,False
229,38,2023-03-14,102.17,False
230,38,2023-01-20,75.23,False
231,38,2023-12-04,103.89,False
232,38,2022-09-30,67.83,False
233,38,2024-07-18,66.34,False
234,38,2022-10-25,84.28,False
235,39,2023-04-03,131.67,True
236,39,2023-07-22,130.2,False
237,39,2024-05-16,176.65,True
238,39,2024-02-24,81.36,True
239,40,2023-10-19,111.77,False
240,40,2024-03-10,100.92,False
241,40,2024-02-23,59.86,False
242,40,2023-10-24,96.99,True
243,40,2024-06-19,82.83,True
244,40,2024-01-06,79.4,False
245,40,2023-08-23,115.56,False
246,41,2024-03-15,35.6,True
247,41,2024-07-01,71.6,False
248,41,2023-07-10,56.51,True
249,41,2024-01-01,54.25,False
250,41,2024-04-12,45.14,False
251,41,2024-07-16,75.19,False
252,41,2023-11-27,87.49,False
253,42,2024-05-06,99.89,False
254,42,2024-04-27,92.78,True
255,42,2024-05-02,74.66,True
256,42,2024-07-14,86.56,False
257,42,2024-05-22,82.99,False
258,42,2024-04-27,72.98,False
259,42,2024-07-17,46.93,False
260,43,2024-05-24,79.2,False
261,43,2024-02-03,80.02,False
262,43,2024-04-20,89.29,False
263,43,2024-06-23,99.12,True
264,43,2024-04-17,113.43,False
265,43,2024-05-12,87.79,True
266,43,2024-04-03,140.88,False
267,44,2024-06-05,83.0,False
268,44,2023-12-09,62.08,False
269,44,2024-05-14,96.62,False
270,44,2023-08-23,20.49,False
271,44,2024-01-15,73.37,False
272,44,2023-07-08,45.86,True
273,44,2024-07-19,61.41,False
274,45,2024-07-14,108.77,False
275,45,2023-06-30,33.62,False
276,45,2022-12-01,68.6,True
277,45,2023-09-15,102.51,False
278,45,2023-12-14,85.14,False
279,45,2022-11-25,114.94,True
280,45,2023-11-26,49.93,False
281,46,2022-07-24,66.32,True
282,46,2022-03-23,111.51,False
283,46,2022-05-26,119.84,False
284,46,2023-08-03,97.44,False
285,46,2022-11-19,64.31,False
286,46,2023-10-30,80.75,True
287,47,2024-06-24,82.68,False
288,47,2024-06-04,90.28,False
289,47,2024-05-21,122.56,False
290,47,2024-05-17,79.77,False
291,47,2024-07-09,90.4,False
292,47,2024-07-15,71.15,False
293,47,2024-06-21,92.48,False
294,48,2023-06-27,120.8,True
295,48,2024-01-14,163.06,False
296,48,2024-05-20,136.64,True
297,48,2023-06-28,138.56,True
298,48,2024-02-17,76.84,False
299,48,2024-01-02,109.62,False
300,49,2023-08-22,101.45,False
301,49,2022-04-19,148.16,False
302,49,2022-02-06,124.85,False
303,49,2024-01-26,199.57,False
304,49,2022-10-31,153.01,False
305,50,2024-05-18,58.23,False
306,50,2023-11-12,45.99,False
307,50,2023-09-18,133.39,False
308,50,2023-10-03,116.5,False
309,50,2024-03-29,155.0,True
310,50,2024-04-01,114.14,False
311,51,2023-08-19,109.85,False
312,51,2023-12-16,121.34,False
313,51,2023-08-28,88.06,False
314,51,2022-08-20,48.21,False
315,51,2022-08-22,81.18,False
316,52,2024-04-01,81.93,False
317,52,2023-05-17,123.47,False
318,52,2023-07-29,79.58,False
319,52,2023-10-15,173.11,False
320,53,2022-11-01,119.39,False
321,53,2023-07-17,98.23,False
322,53,2023-05-29,100.79,True
323,53,2023-04-29,69.5,False
324,53,2023-09-07,62.56,False
325,53,2022-11-20,122.06,False
326,54,2024-06-13,94.22,False
327,54,2024-05-31,84.97,False
328,54,2024-07-12,67.24,False
329,54,2024-06-01,97.16,False
330,54,2024-06-06,111.67,False
331,54,2024-06-29,110.92,False
332,54,2024-07-18,88.75,False
333,55,2024-04-26,128.31,False
334,55,2024-05-18,76.75,False
335,55,2024-05-19,89.68,True
336,55,2024-07-16,88.24,False
337,55,2024-06-01,106.55,False
338,55,2024-04-29,77.69,False
339,56,2023-12-09,120.58,False
340,56,2022-11-30,113.58,False
341,56,2022-08-10,155.04,True
342,56,2023-07-11,103.3,True
343,56,2023-09-04,98.67,False
344,57,2023-03-02,96.29,True
345,57,2023-01-23,130.43,True
346,57,2024-05-27,131.88,False
347,57,2023-04-21,86.11,False
348,57,2024-01-09,19.45,False
349,58,2024-05-29,31.96,False
350,58,2024-01-24,60.94,True
351,58,2024-07-08,81.07,False
352,58,2024-02-24,98.05,False
353,58,2024-01-07,84.47,True
354,58,2024-06-23,68.14,False
355,58,2023-12-19,41.9,True
356,59,2024-07-17,68.1,False
357,59,2023-06-25,80.98,False
358,59,2023-07-01,91.82,False
359,59,2024-05-11,86.91,True
360,59,2022-07-23,122.94,False
361,59,2023-11-22,82.33,True
362,59,2022-11-02,79.09,False
363,60,2024-04-19,113.76,False
364,60,2024-05-10,91.2,False
365,60,2023-06-10,134.89,False
366,60,2023-03-22,92.66,False
367,60,2023-05-30,83.89,False
368,60,2022-11-26,113.04,False
369,61,2024-06-15,151.51,False
370,61,2024-06-24,97.3,False
371,61,2024-07-01,93.23,True
372,61,2024-07-05,141.33,False
373,61,2024-06-06,129.31,False
374,62,2023-02-20,122.67,False
375,62,2023-07-29,169.53,False
376,62,2023-12-27,60.67,True
377,62,2023-09-07,172.82,False
378,63,2024-04-07,78.93,True
379,63,2023-09-10,97.33,False
380,63,2023-08-01,144.37,False
381,63,2023-08-21,110.48,False
382,63,2024-03-28,125.02,False
383,64,2024-02-06,46.77,False
384,64,2022-10-08,84.85,False
385,64,2022-12-05,126.15,False
386,64,2024-06-06,147.28,False
387,64,2024-07-20,84.12,False
388,64,2023-05-02,95.29,False
389,65,2022-05-12,92.46,False
390,65,2022-10-04,90.25,False
391,65,2022-08-11,60.58,False
392,65,2023-10-27,89.33,False
393,65,2022-07-03,26.82,False
394,65,2023-05-17,112.89,False
395,66,2023-03-14,84.02,True
396,66,2022-12-25,81.88,False
397,66,2024-02-06,75.9,True
398,66,2022-07-11,64.68,False
399,66,2023-07-11,160.96,False
400,66,2022-11-28,74.34,True
401,66,2023-10-16,80.28,False
402,67,2023-10-30,126.56,False
403,67,2024-03-11,176.81,False
404,67,2024-01-15,147.9,True
405,67,2024-04-14,98.51,False
406,68,2024-03-23,104.46,False
407,68,2023-05-01,103.08,False
408,68,2022-11-07,80.51,False
409,68,2023-05-27,139.29,False
410,68,2023-12-03,100.03,True
411,68,2024-02-21,106.88,False
412,69,2024-06-18,97.63,False
413,69,2024-06-28,73.62,False
414,69,2024-07-04,92.44,False
415,70,2024-01-25,45.19,False
416,70,2024-07-01,24.96,False
417,70,2024-04-11,108.86,False
418,70,2024-05-18,48.01,False
419,70,2024-01-08,59.06,False
420,70,2024-03-13,53.4,False
421,70,2024-01-23,29.97,False
422,71,2024-06-22,106.01,True
423,71,2024-05-23,97.74,False
424,71,2024-07-16,120.3,False
425,71,2024-04-09,135.84,False
426,71,2024-03-25,91.25,False
427,71,2024-06-09,86.15,False
428,72,2024-07-06,130.16,False
429,72,2024-07-18,193.91,False
430,72,2024-06-25,166.26,False
431,72,2024-07-10,68.89,False
432,73,2022-12-06,80.92,False
433,73,2023-06-09,155.4,False
434,73,2023-01-15,108.08,False
435,73,2023-03-26,100.27,False
436,73,2023-01-30,115.96,False
437,73,2023-06-03,76.81,False
438,74,2022-04-17,78.11,False
439,74,2021-12-12,132.39,False
440,74,2023-05-21,151.09,True
441,74,2022-05-18,151.6,True
442,75,2024-05-14,140.88,False
443,75,2023-08-01,91.21,False
444,75,2024-05-31,95.36,False
445,75,2024-06-26,130.53,False
446,75,2024-05-24,140.71,True
447,76,2022-07-24,95.44,False
448,76,2024-02-13,63.69,True
449,76,2022-02-14,54.73,False
450,76,2023-08-26,56.95,True
451,76,2023-01-25,55.68,False
452,76,2023-09-13,90.13,False
453,76,2024-06-20,91.84,False
454,77,2024-05-14,43.83,False
455,77,2024-05-11,90.64,False
456,77,2024-07-06,58.33,False
457,77,2024-07-06,67.82,True
458,77,2024-07-04,62.64,True
459,77,2024-06-25,51.94,False
460,77,2024-06-19,83.64,False
461,77,2024-07-14,56.9,True
462,77,2024-04-26,55.06,False
463,77,2024-06-28,41.24,False
464,78,2023-01-12,84.97,False
465,78,2022-04-23,92.91,False
466,78,2023-11-10,96.18,False
467,78,2023-04-10,86.22,True
468,78,2023-07-17,111.71,True
469,78,2023-08-10,117.57,False
470,78,2024-03-28,73.32,False
471,79,2022-11-28,92.31,False
472,79,2024-05-22,127.18,True
473,79,2022-10-15,76.38,False
474,79,2023-01-30,109.35,True
475,79,2023-05-17,35.87,False
476,79,2022-07-18,66.14,False
477,80,2022-09-18,96.15,True
478,80,2024-01-31,154.78,False
479,80,2023-07-01,166.39,False
480,80,2024-06-24,134.71,False
481,81,2023-04-05,176.8,False
482,81,2022-11-16,95.46,True
483,81,2022-12-20,159.01,True
484,82,2023-07-18,114.6,False
485,82,2023-07-26,89.45,False
486,82,2024-06-20,119.7,True
487,82,2023-11-16,113.22,False
488,82,2023-06-16,69.53,False
489,82,2023-03-24,115.58,False
490,83,2022-04-20,124.41,False
491,83,2022-06-26,174.23,False
492,83,2024-03-14,87.67,False
493,84,2024-07-20,142.61,True
494,84,2024-04-14,203.44,True
495,84,2024-07-11,155.99,True
496,84,2024-03-30,182.11,False
497,85,2023-06-03,76.42,False
498,85,2023-07-24,75.99,True
499,85,2023-09-13,101.3,False
500,85,2023-11-21,102.35,False
501,85,2023-03-28,105.02,False
502,85,2024-04-27,93.42,True
503,86,2024-06-30,118.28,False
504,86,2024-06-30,96.67,True
505,86,2024-07-14,52.82,False
506,86,2024-07-15,119.56,True
